date-time;year;month;day-of-month;hour;day-of-year;u;Rg;Rain;Rain_last3h;LAI
2013/01/01 01:00;2013;1;1;1;1;8.1;0.0;2;0;6.400
2013/01/01 02:00;2013;1;1;2;1;7.5;0.0;0.6;0;6.400
2013/01/01 03:00;2013;1;1;3;1;6.7;0.0;1.8;4.4;6.400
2013/01/01 04:00;2013;1;1;4;1;7.1;0.0;1.3;3.7;6.400
2013/01/01 05:00;2013;1;1;5;1;6.7;0.0;0.4;3.5;6.400
2013/01/01 06:00;2013;1;1;6;1;6.9;0.0;0.1;1.8;6.400
2013/01/01 07:00;2013;1;1;7;1;6.4;0.0;4.3;4.8;6.400
2013/01/01 08:00;2013;1;1;8;1;6.1;0.0;1.7;6.1;6.400
2013/01/01 09:00;2013;1;1;9;1;3.7;7.8;0.2;6.2;6.400
2013/01/01 10:00;2013;1;1;10;1;2.5;23.6;1.6;3.5;6.400
2013/01/01 11:00;2013;1;1;11;1;6.2;22.8;0;1.8;6.400
2013/01/01 12:00;2013;1;1;12;1;4.0;56.3;0;1.6;6.400
2013/01/01 13:00;2013;1;1;13;1;3.9;69.7;0;0;6.400
2013/01/01 14:00;2013;1;1;14;1;5.0;105.9;0;0;6.400
2013/01/01 15:00;2013;1;1;15;1;5.6;106.0;0;0;6.400
2013/01/01 16:00;2013;1;1;16;1;4.7;6.8;0;0;6.400
2013/01/01 17:00;2013;1;1;17;1;3.4;0.0;0;0;6.400
2013/01/01 18:00;2013;1;1;18;1;4.0;0.0;0;0;6.400
2013/01/01 19:00;2013;1;1;19;1;4.1;0.0;0;0;6.400
2013/01/01 20:00;2013;1;1;20;1;3.6;0.0;0;0;6.400
2013/01/01 21:00;2013;1;1;21;1;3.6;0.0;0;0;6.400
2013/01/01 22:00;2013;1;1;22;1;3.7;0.0;0.2;0.2;6.400
2013/01/01 23:00;2013;1;1;23;1;3.4;0.0;0.3;0.5;6.400
2013/01/02 00:00;2013;1;2;0;2;4.5;0.0;0;0.5;6.400
2013/01/02 01:00;2013;1;2;1;2;4.2;0.0;0;0.3;6.400
2013/01/02 02:00;2013;1;2;2;2;4.3;0.0;0;0;6.400
2013/01/02 03:00;2013;1;2;3;2;4.0;0.0;0;0;6.400
2013/01/02 04:00;2013;1;2;4;2;3.2;0.0;0;0;6.400
2013/01/02 05:00;2013;1;2;5;2;4.2;0.0;0;0;6.400
2013/01/02 06:00;2013;1;2;6;2;4.3;0.0;0;0;6.400
2013/01/02 07:00;2013;1;2;7;2;3.8;0.0;0;0;6.400
2013/01/02 08:00;2013;1;2;8;2;4.3;0.7;0;0;6.400
2013/01/02 09:00;2013;1;2;9;2;3.9;35.4;0;0;6.400
2013/01/02 10:00;2013;1;2;10;2;3.6;114.6;0;0;6.400
2013/01/02 11:00;2013;1;2;11;2;4.1;210.4;0;0;6.400
2013/01/02 12:00;2013;1;2;12;2;4.2;198.3;0;0;6.400
2013/01/02 13:00;2013;1;2;13;2;4.5;165.7;0;0;6.400
2013/01/02 14:00;2013;1;2;14;2;4.2;131.3;0;0;6.400
2013/01/02 15:00;2013;1;2;15;2;5.2;63.8;0;0;6.400
2013/01/02 16:00;2013;1;2;16;2;5.5;3.9;0;0;6.400
2013/01/02 17:00;2013;1;2;17;2;5.4;0.0;0;0;6.400
2013/01/02 18:00;2013;1;2;18;2;5.0;0.0;0;0;6.400
2013/01/02 19:00;2013;1;2;19;2;5.3;0.0;0;0;6.400
2013/01/02 20:00;2013;1;2;20;2;5.3;0.0;0;0;6.400
2013/01/02 21:00;2013;1;2;21;2;5.3;0.0;0;0;6.400
2013/01/02 22:00;2013;1;2;22;2;6.1;0.0;0;0;6.400
2013/01/02 23:00;2013;1;2;23;2;6.4;0.0;0;0;6.400
2013/01/03 00:00;2013;1;3;0;3;6.9;0.0;0;0;6.400
2013/01/03 01:00;2013;1;3;1;3;7.0;0.0;0;0;6.400
2013/01/03 02:00;2013;1;3;2;3;6.0;0.0;0;0;6.400
2013/01/03 03:00;2013;1;3;3;3;6.1;0.0;0;0;6.400
2013/01/03 04:00;2013;1;3;4;3;5.3;0.0;0;0;6.400
2013/01/03 05:00;2013;1;3;5;3;5.1;0.0;0;0;6.400
2013/01/03 06:00;2013;1;3;6;3;5.1;0.0;0;0;6.400
2013/01/03 07:00;2013;1;3;7;3;6.1;0.0;0;0;6.400
2013/01/03 08:00;2013;1;3;8;3;5.5;0.0;0;0;6.400
2013/01/03 09:00;2013;1;3;9;3;5.8;3.4;0;0;6.400
2013/01/03 10:00;2013;1;3;10;3;6.0;19.0;0;0;6.400
2013/01/03 11:00;2013;1;3;11;3;5.8;57.0;0;0;6.400
2013/01/03 12:00;2013;1;3;12;3;5.5;38.7;0;0;6.400
2013/01/03 13:00;2013;1;3;13;3;5.2;31.8;0;0;6.400
2013/01/03 14:00;2013;1;3;14;3;5.2;24.6;0;0;6.400
2013/01/03 15:00;2013;1;3;15;3;5.3;16.3;0;0;6.400
2013/01/03 16:00;2013;1;3;16;3;5.6;1.8;0;0;6.400
2013/01/03 17:00;2013;1;3;17;3;5.5;0.0;0;0;6.400
2013/01/03 18:00;2013;1;3;18;3;5.2;0.0;0;0;6.400
2013/01/03 19:00;2013;1;3;19;3;5.2;0.0;0;0;6.400
2013/01/03 20:00;2013;1;3;20;3;5.2;0.0;0;0;6.400
2013/01/03 21:00;2013;1;3;21;3;4.8;0.0;0;0;6.400
2013/01/03 22:00;2013;1;3;22;3;4.4;0.0;0;0;6.400
2013/01/03 23:00;2013;1;3;23;3;3.4;0.0;0;0;6.400
2013/01/04 00:00;2013;1;4;0;4;3.9;0.0;0;0;6.400
2013/01/04 01:00;2013;1;4;1;4;4.5;0.0;0;0;6.400
2013/01/04 02:00;2013;1;4;2;4;4.4;0.0;0;0;6.400
2013/01/04 03:00;2013;1;4;3;4;4.9;0.0;0;0;6.400
2013/01/04 04:00;2013;1;4;4;4;4.5;0.0;0;0;6.400
2013/01/04 05:00;2013;1;4;5;4;4.6;0.0;0;0;6.400
2013/01/04 06:00;2013;1;4;6;4;4.3;0.0;0;0;6.400
2013/01/04 07:00;2013;1;4;7;4;4.3;0.0;0;0;6.400
2013/01/04 08:00;2013;1;4;8;4;4.6;0.0;0;0;6.400
2013/01/04 09:00;2013;1;4;9;4;4.9;2.9;0;0;6.400
2013/01/04 10:00;2013;1;4;10;4;5.1;14.3;0;0;6.400
2013/01/04 11:00;2013;1;4;11;4;5.0;19.9;0;0;6.400
2013/01/04 12:00;2013;1;4;12;4;4.7;32.4;0;0;6.400
2013/01/04 13:00;2013;1;4;13;4;4.7;21.3;0;0;6.400
2013/01/04 14:00;2013;1;4;14;4;4.7;22.7;0;0;6.400
2013/01/04 15:00;2013;1;4;15;4;5.2;22.9;0;0;6.400
2013/01/04 16:00;2013;1;4;16;4;4.9;1.1;0;0;6.400
2013/01/04 17:00;2013;1;4;17;4;5.2;0.0;0;0;6.400
2013/01/04 18:00;2013;1;4;18;4;5.2;0.0;0;0;6.400
2013/01/04 19:00;2013;1;4;19;4;4.9;0.0;0;0;6.400
2013/01/04 20:00;2013;1;4;20;4;4.4;0.0;0;0;6.400
2013/01/04 21:00;2013;1;4;21;4;4.4;0.0;0;0;6.400
2013/01/04 22:00;2013;1;4;22;4;4.2;0.0;0;0;6.400
2013/01/04 23:00;2013;1;4;23;4;5.0;0.0;0;0;6.400
2013/01/05 00:00;2013;1;5;0;5;4.1;0.0;0;0;6.400
2013/01/05 01:00;2013;1;5;1;5;4.6;0.0;0;0;6.400
2013/01/05 02:00;2013;1;5;2;5;4.9;0.0;0;0;6.400
2013/01/05 03:00;2013;1;5;3;5;4.8;0.0;0;0;6.400
2013/01/05 04:00;2013;1;5;4;5;4.5;0.0;0;0;6.400
2013/01/05 05:00;2013;1;5;5;5;3.3;0.0;0;0;6.400
2013/01/05 06:00;2013;1;5;6;5;3.0;0.0;0;0;6.400
2013/01/05 07:00;2013;1;5;7;5;2.9;0.0;0;0;6.400
2013/01/05 08:00;2013;1;5;8;5;2.8;0.0;0;0;6.400
2013/01/05 09:00;2013;1;5;9;5;2.6;4.8;0;0;6.400
2013/01/05 10:00;2013;1;5;10;5;3.0;11.9;0;0;6.400
2013/01/05 11:00;2013;1;5;11;5;2.5;18.5;0;0;6.400
2013/01/05 12:00;2013;1;5;12;5;3.3;18.0;0;0;6.400
2013/01/05 13:00;2013;1;5;13;5;3.2;17.7;0;0;6.400
2013/01/05 14:00;2013;1;5;14;5;3.2;14.4;0;0;6.400
2013/01/05 15:00;2013;1;5;15;5;4.3;6.5;0;0;6.400
2013/01/05 16:00;2013;1;5;16;5;3.4;0.0;0;0;6.400
2013/01/05 17:00;2013;1;5;17;5;2.1;0.0;0;0;6.400
2013/01/05 18:00;2013;1;5;18;5;1.5;0.0;0;0;6.400
2013/01/05 19:00;2013;1;5;19;5;3.0;0.0;0;0;6.400
2013/01/05 20:00;2013;1;5;20;5;2.3;0.0;0;0;6.400
2013/01/05 21:00;2013;1;5;21;5;3.5;0.0;0;0;6.400
2013/01/05 22:00;2013;1;5;22;5;3.3;0.0;0;0;6.400
2013/01/05 23:00;2013;1;5;23;5;3.3;0.0;0;0;6.400
2013/01/06 00:00;2013;1;6;0;6;3.1;0.0;0;0;6.400
2013/01/06 01:00;2013;1;6;1;6;3.9;0.0;0.01;0.01;6.400
2013/01/06 02:00;2013;1;6;2;6;3.1;0.0;0;0.01;6.400
2013/01/06 03:00;2013;1;6;3;6;3.6;0.0;0;0.01;6.400
2013/01/06 04:00;2013;1;6;4;6;3.3;0.0;0;0;6.400
2013/01/06 05:00;2013;1;6;5;6;3.5;0.0;0;0;6.400
2013/01/06 06:00;2013;1;6;6;6;3.1;0.0;0;0;6.400
2013/01/06 07:00;2013;1;6;7;6;4.3;0.0;0;0;6.400
2013/01/06 08:00;2013;1;6;8;6;4.4;0.0;0;0;6.400
2013/01/06 09:00;2013;1;6;9;6;4.4;6.2;0;0;6.400
2013/01/06 10:00;2013;1;6;10;6;4.0;31.1;0;0;6.400
2013/01/06 11:00;2013;1;6;11;6;4.5;63.4;0;0;6.400
2013/01/06 12:00;2013;1;6;12;6;4.5;58.4;0;0;6.400
2013/01/06 13:00;2013;1;6;13;6;4.0;84.2;0;0;6.400
2013/01/06 14:00;2013;1;6;14;6;3.3;64.6;0;0;6.400
2013/01/06 15:00;2013;1;6;15;6;2.9;30.9;0;0;6.400
2013/01/06 16:00;2013;1;6;16;6;2.6;6.1;0;0;6.400
2013/01/06 17:00;2013;1;6;17;6;2.2;0.0;0;0;6.400
2013/01/06 18:00;2013;1;6;18;6;3.0;0.0;0;0;6.400
2013/01/06 19:00;2013;1;6;19;6;3.3;0.0;0;0;6.400
2013/01/06 20:00;2013;1;6;20;6;3.3;0.0;0;0;6.400
2013/01/06 21:00;2013;1;6;21;6;3.9;0.0;0;0;6.400
2013/01/06 22:00;2013;1;6;22;6;2.8;0.0;0;0;6.400
2013/01/06 23:00;2013;1;6;23;6;3.0;0.0;0;0;6.400
2013/01/07 00:00;2013;1;7;0;7;3.8;0.0;0;0;6.400
2013/01/07 01:00;2013;1;7;1;7;3.9;0.0;0;0;6.400
2013/01/07 02:00;2013;1;7;2;7;3.5;0.0;0;0;6.400
2013/01/07 03:00;2013;1;7;3;7;3.6;0.0;0;0;6.400
2013/01/07 04:00;2013;1;7;4;7;1.7;0.0;0;0;6.400
2013/01/07 05:00;2013;1;7;5;7;1.4;0.0;0;0;6.400
2013/01/07 06:00;2013;1;7;6;7;1.8;0.0;0;0;6.400
2013/01/07 07:00;2013;1;7;7;7;2.4;0.0;0;0;6.400
2013/01/07 08:00;2013;1;7;8;7;2.9;0.0;0;0;6.400
2013/01/07 09:00;2013;1;7;9;7;2.3;8.7;0;0;6.400
2013/01/07 10:00;2013;1;7;10;7;3.3;20.2;0;0;6.400
2013/01/07 11:00;2013;1;7;11;7;3.9;32.6;0;0;6.400
2013/01/07 12:00;2013;1;7;12;7;3.0;15.8;0;0;6.400
2013/01/07 13:00;2013;1;7;13;7;3.3;26.1;0;0;6.400
2013/01/07 14:00;2013;1;7;14;7;5.0;15.7;0;0;6.400
2013/01/07 15:00;2013;1;7;15;7;3.2;4.7;0;0;6.400
2013/01/07 16:00;2013;1;7;16;7;2.4;0.1;0;0;6.400
2013/01/07 17:00;2013;1;7;17;7;3.9;0.0;0;0;6.400
2013/01/07 18:00;2013;1;7;18;7;3.6;0.0;0;0;6.400
2013/01/07 19:00;2013;1;7;19;7;3.9;0.0;0;0;6.400
2013/01/07 20:00;2013;1;7;20;7;3.6;0.0;0;0;6.400
2013/01/07 21:00;2013;1;7;21;7;3.9;0.0;0;0;6.400
2013/01/07 22:00;2013;1;7;22;7;4.1;0.0;0;0;6.400
2013/01/07 23:00;2013;1;7;23;7;4.2;0.0;0;0;6.400
2013/01/08 00:00;2013;1;8;0;8;4.4;0.0;0;0;6.400
2013/01/08 01:00;2013;1;8;1;8;4.6;0.0;0;0;6.400
2013/01/08 02:00;2013;1;8;2;8;4.4;0.0;0;0;6.400
2013/01/08 03:00;2013;1;8;3;8;4.3;0.0;0.01;0.01;6.400
2013/01/08 04:00;2013;1;8;4;8;5.3;0.0;0;0.01;6.400
2013/01/08 05:00;2013;1;8;5;8;4.8;0.0;0;0.01;6.400
2013/01/08 06:00;2013;1;8;6;8;5.0;0.0;0;0;6.400
2013/01/08 07:00;2013;1;8;7;8;5.3;0.0;0;0;6.400
2013/01/08 08:00;2013;1;8;8;8;5.8;0.3;0;0;6.400
2013/01/08 09:00;2013;1;8;9;8;5.5;25.4;0;0;6.400
2013/01/08 10:00;2013;1;8;10;8;5.4;67.0;0;0;6.400
2013/01/08 11:00;2013;1;8;11;8;5.2;86.5;0;0;6.400
2013/01/08 12:00;2013;1;8;12;8;5.3;63.1;0;0;6.400
2013/01/08 13:00;2013;1;8;13;8;4.8;51.9;0;0;6.400
2013/01/08 14:00;2013;1;8;14;8;5.4;33.3;0;0;6.400
2013/01/08 15:00;2013;1;8;15;8;5.4;12.6;0;0;6.400
2013/01/08 16:00;2013;1;8;16;8;4.7;0.7;0;0;6.400
2013/01/08 17:00;2013;1;8;17;8;4.6;0.0;0;0;6.400
2013/01/08 18:00;2013;1;8;18;8;4.0;0.0;0;0;6.400
2013/01/08 19:00;2013;1;8;19;8;3.0;0.0;0;0;6.400
2013/01/08 20:00;2013;1;8;20;8;4.6;0.0;0;0;6.400
2013/01/08 21:00;2013;1;8;21;8;4.8;0.0;0;0;6.400
2013/01/08 22:00;2013;1;8;22;8;4.3;0.0;0;0;6.400
2013/01/08 23:00;2013;1;8;23;8;4.7;0.0;0;0;6.400
2013/01/09 00:00;2013;1;9;0;9;3.7;0.0;0;0;6.400
2013/01/09 01:00;2013;1;9;1;9;4.0;0.0;0.2;0.2;6.400
2013/01/09 02:00;2013;1;9;2;9;4.7;0.0;0.3;0.5;6.400
2013/01/09 03:00;2013;1;9;3;9;4.9;0.0;0.6;1.1;6.400
2013/01/09 04:00;2013;1;9;4;9;5.2;0.0;0.5;1.4;6.400
2013/01/09 05:00;2013;1;9;5;9;5.1;0.0;0.1;1.2;6.400
2013/01/09 06:00;2013;1;9;6;9;4.5;0.0;0.6;1.2;6.400
2013/01/09 07:00;2013;1;9;7;9;4.9;0.0;0.1;0.8;6.400
2013/01/09 08:00;2013;1;9;8;9;5.4;0.0;0.5;1.2;6.400
2013/01/09 09:00;2013;1;9;9;9;4.1;1.1;1.1;1.7;6.400
2013/01/09 10:00;2013;1;9;10;9;4.2;9.9;0.8;2.4;6.400
2013/01/09 11:00;2013;1;9;11;9;5.4;17.8;1.4;3.3;6.400
2013/01/09 12:00;2013;1;9;12;9;5.9;27.7;0.4;2.6;6.400
2013/01/09 13:00;2013;1;9;13;9;5.6;19.9;0.2;2;6.400
2013/01/09 14:00;2013;1;9;14;9;4.8;19.0;0.2;0.8;6.400
2013/01/09 15:00;2013;1;9;15;9;4.0;30.7;0.1;0.5;6.400
2013/01/09 16:00;2013;1;9;16;9;3.0;2.9;0;0.3;6.400
2013/01/09 17:00;2013;1;9;17;9;4.8;0.0;0;0.1;6.400
2013/01/09 18:00;2013;1;9;18;9;3.4;0.0;0;0;6.400
2013/01/09 19:00;2013;1;9;19;9;2.9;0.0;0;0;6.400
2013/01/09 20:00;2013;1;9;20;9;3.5;0.0;0;0;6.400
2013/01/09 21:00;2013;1;9;21;9;3.0;0.0;0;0;6.400
2013/01/09 22:00;2013;1;9;22;9;2.9;0.0;0;0;6.400
2013/01/09 23:00;2013;1;9;23;9;2.4;0.0;0;0;6.400
2013/01/10 00:00;2013;1;10;0;10;2.9;0.0;0;0;6.400
2013/01/10 01:00;2013;1;10;1;10;2.7;0.0;0;0;6.400
2013/01/10 02:00;2013;1;10;2;10;3.4;0.0;0;0;6.400
2013/01/10 03:00;2013;1;10;3;10;3.7;0.0;0;0;6.400
2013/01/10 04:00;2013;1;10;4;10;3.2;0.0;0.01;0.01;6.400
2013/01/10 05:00;2013;1;10;5;10;3.9;0.0;0;0.01;6.400
2013/01/10 06:00;2013;1;10;6;10;2.9;0.0;0;0.01;6.400
2013/01/10 07:00;2013;1;10;7;10;0.8;0.0;0;0;6.400
2013/01/10 08:00;2013;1;10;8;10;2.4;0.4;0;0;6.400
2013/01/10 09:00;2013;1;10;9;10;3.2;19.0;0;0;6.400
2013/01/10 10:00;2013;1;10;10;10;3.7;107.0;0;0;6.400
2013/01/10 11:00;2013;1;10;11;10;4.2;211.0;0;0;6.400
2013/01/10 12:00;2013;1;10;12;10;4.5;239.5;0;0;6.400
2013/01/10 13:00;2013;1;10;13;10;4.6;141.7;0;0;6.400
2013/01/10 14:00;2013;1;10;14;10;3.6;60.2;0;0;6.400
2013/01/10 15:00;2013;1;10;15;10;3.7;32.7;0;0;6.400
2013/01/10 16:00;2013;1;10;16;10;3.3;7.2;0;0;6.400
2013/01/10 17:00;2013;1;10;17;10;4.0;0.0;0;0;6.400
2013/01/10 18:00;2013;1;10;18;10;3.6;0.0;0.1;0.1;6.400
2013/01/10 19:00;2013;1;10;19;10;3.3;0.0;0.2;0.3;6.400
2013/01/10 20:00;2013;1;10;20;10;3.2;0.0;1.8;2.1;6.400
2013/01/10 21:00;2013;1;10;21;10;4.1;0.0;0.1;2.1;6.400
2013/01/10 22:00;2013;1;10;22;10;4.7;0.0;0.3;2.2;6.400
2013/01/10 23:00;2013;1;10;23;10;4.6;0.0;0;0.4;6.400
2013/01/11 00:00;2013;1;11;0;11;3.3;0.0;0;0.3;6.400
2013/01/11 01:00;2013;1;11;1;11;1.8;0.0;0;0;6.400
2013/01/11 02:00;2013;1;11;2;11;1.5;0.0;0;0;6.400
2013/01/11 03:00;2013;1;11;3;11;1.9;0.0;0;0;6.400
2013/01/11 04:00;2013;1;11;4;11;2.0;0.0;0;0;6.400
2013/01/11 05:00;2013;1;11;5;11;1.6;0.0;0;0;6.400
2013/01/11 06:00;2013;1;11;6;11;1.0;0.0;0;0;6.400
2013/01/11 07:00;2013;1;11;7;11;1.0;0.0;0;0;6.400
2013/01/11 08:00;2013;1;11;8;11;0.8;1.0;0;0;6.400
2013/01/11 09:00;2013;1;11;9;11;0.8;25.9;0;0;6.400
2013/01/11 10:00;2013;1;11;10;11;1.2;62.7;0;0;6.400
2013/01/11 11:00;2013;1;11;11;11;2.1;112.5;0;0;6.400
2013/01/11 12:00;2013;1;11;12;11;2.4;197.2;0;0;6.400
2013/01/11 13:00;2013;1;11;13;11;2.0;245.0;0;0;6.400
2013/01/11 14:00;2013;1;11;14;11;2.4;203.7;0;0;6.400
2013/01/11 15:00;2013;1;11;15;11;1.9;114.0;0;0;6.400
2013/01/11 16:00;2013;1;11;16;11;1.7;15.5;0;0;6.400
2013/01/11 17:00;2013;1;11;17;11;2.1;0.0;0;0;6.400
2013/01/11 18:00;2013;1;11;18;11;1.7;0.0;0;0;6.400
2013/01/11 19:00;2013;1;11;19;11;0.6;0.0;0;0;6.400
2013/01/11 20:00;2013;1;11;20;11;0.6;0.0;0;0;6.400
2013/01/11 21:00;2013;1;11;21;11;0.5;0.0;0;0;6.400
2013/01/11 22:00;2013;1;11;22;11;0.6;0.0;0;0;6.400
2013/01/11 23:00;2013;1;11;23;11;1.3;0.0;0;0;6.400
2013/01/12 00:00;2013;1;12;0;12;1.1;0.0;0;0;6.400
2013/01/12 01:00;2013;1;12;1;12;1.4;0.0;0;0;6.400
2013/01/12 02:00;2013;1;12;2;12;1.6;0.0;0;0;6.400
2013/01/12 03:00;2013;1;12;3;12;2.1;0.0;0;0;6.400
2013/01/12 04:00;2013;1;12;4;12;2.0;0.0;0;0;6.400
2013/01/12 05:00;2013;1;12;5;12;1.8;0.0;0;0;6.400
2013/01/12 06:00;2013;1;12;6;12;2.6;0.0;0;0;6.400
2013/01/12 07:00;2013;1;12;7;12;2.8;0.0;0;0;6.400
2013/01/12 08:00;2013;1;12;8;12;3.4;4.6;0;0;6.400
2013/01/12 09:00;2013;1;12;9;12;3.7;53.2;0;0;6.400
2013/01/12 10:00;2013;1;12;10;12;4.1;173.5;0;0;6.400
2013/01/12 11:00;2013;1;12;11;12;4.4;236.5;0;0;6.400
2013/01/12 12:00;2013;1;12;12;12;4.3;239.8;0;0;6.400
2013/01/12 13:00;2013;1;12;13;12;4.8;222.6;0;0;6.400
2013/01/12 14:00;2013;1;12;14;12;4.3;109.8;0;0;6.400
2013/01/12 15:00;2013;1;12;15;12;4.1;87.1;0;0;6.400
2013/01/12 16:00;2013;1;12;16;12;3.3;19.7;0;0;6.400
2013/01/12 17:00;2013;1;12;17;12;3.2;0.0;0;0;6.400
2013/01/12 18:00;2013;1;12;18;12;3.1;0.0;0;0;6.400
2013/01/12 19:00;2013;1;12;19;12;2.5;0.0;0;0;6.400
2013/01/12 20:00;2013;1;12;20;12;3.0;0.0;0;0;6.400
2013/01/12 21:00;2013;1;12;21;12;3.8;0.0;0;0;6.400
2013/01/12 22:00;2013;1;12;22;12;3.9;0.0;0;0;6.400
2013/01/12 23:00;2013;1;12;23;12;3.2;0.0;0;0;6.400
2013/01/13 00:00;2013;1;13;0;13;2.9;0.0;0;0;6.400
2013/01/13 01:00;2013;1;13;1;13;3.1;0.0;0;0;6.400
2013/01/13 02:00;2013;1;13;2;13;2.3;0.0;0;0;6.400
2013/01/13 03:00;2013;1;13;3;13;2.8;0.0;0;0;6.400
2013/01/13 04:00;2013;1;13;4;13;3.5;0.0;0;0;6.400
2013/01/13 05:00;2013;1;13;5;13;2.9;0.0;0;0;6.400
2013/01/13 06:00;2013;1;13;6;13;2.9;0.0;0;0;6.400
2013/01/13 07:00;2013;1;13;7;13;2.9;0.0;0;0;6.400
2013/01/13 08:00;2013;1;13;8;13;2.6;2.4;0;0;6.400
2013/01/13 09:00;2013;1;13;9;13;2.8;62.5;0;0;6.400
2013/01/13 10:00;2013;1;13;10;13;3.7;158.0;0;0;6.400
2013/01/13 11:00;2013;1;13;11;13;4.0;230.3;0;0;6.400
2013/01/13 12:00;2013;1;13;12;13;4.4;261.8;0;0;6.400
2013/01/13 13:00;2013;1;13;13;13;4.7;231.3;0;0;6.400
2013/01/13 14:00;2013;1;13;14;13;4.6;160.1;0;0;6.400
2013/01/13 15:00;2013;1;13;15;13;4.6;45.3;0;0;6.400
2013/01/13 16:00;2013;1;13;16;13;4.0;21.5;0;0;6.400
2013/01/13 17:00;2013;1;13;17;13;4.0;0.0;0;0;6.400
2013/01/13 18:00;2013;1;13;18;13;4.2;0.0;0;0;6.400
2013/01/13 19:00;2013;1;13;19;13;3.4;0.0;0;0;6.400
2013/01/13 20:00;2013;1;13;20;13;3.0;0.0;0;0;6.400
2013/01/13 21:00;2013;1;13;21;13;2.3;0.0;0;0;6.400
2013/01/13 22:00;2013;1;13;22;13;1.9;0.0;0;0;6.400
2013/01/13 23:00;2013;1;13;23;13;1.6;0.0;0;0;6.400
2013/01/14 00:00;2013;1;14;0;14;2.5;0.0;0;0;6.400
2013/01/14 01:00;2013;1;14;1;14;2.4;0.0;0;0;6.400
2013/01/14 02:00;2013;1;14;2;14;2.5;0.0;0.01;0.01;6.400
2013/01/14 03:00;2013;1;14;3;14;2.8;0.0;0;0.01;6.400
2013/01/14 04:00;2013;1;14;4;14;2.6;0.0;0;0.01;6.400
2013/01/14 05:00;2013;1;14;5;14;2.0;0.0;0;0;6.400
2013/01/14 06:00;2013;1;14;6;14;1.7;0.0;0;0;6.400
2013/01/14 07:00;2013;1;14;7;14;2.1;0.0;0;0;6.400
2013/01/14 08:00;2013;1;14;8;14;1.3;1.1;0;0;6.400
2013/01/14 09:00;2013;1;14;9;14;1.2;49.7;0;0;6.400
2013/01/14 10:00;2013;1;14;10;14;1.6;140.1;0;0;6.400
2013/01/14 11:00;2013;1;14;11;14;1.6;203.3;0;0;6.400
2013/01/14 12:00;2013;1;14;12;14;2.2;260.3;0;0;6.400
2013/01/14 13:00;2013;1;14;13;14;3.5;194.4;0;0;6.400
2013/01/14 14:00;2013;1;14;14;14;3.0;113.3;0;0;6.400
2013/01/14 15:00;2013;1;14;15;14;3.7;54.5;0;0;6.400
2013/01/14 16:00;2013;1;14;16;14;3.5;7.3;0;0;6.400
2013/01/14 17:00;2013;1;14;17;14;3.3;0.0;0;0;6.400
2013/01/14 18:00;2013;1;14;18;14;4.0;0.0;0;0;6.400
2013/01/14 19:00;2013;1;14;19;14;4.4;0.0;0;0;6.400
2013/01/14 20:00;2013;1;14;20;14;5.3;0.0;0;0;6.400
2013/01/14 21:00;2013;1;14;21;14;5.1;0.0;0;0;6.400
2013/01/14 22:00;2013;1;14;22;14;4.7;0.0;0;0;6.400
2013/01/14 23:00;2013;1;14;23;14;5.2;0.0;0;0;6.400
2013/01/15 00:00;2013;1;15;0;15;4.9;0.0;0;0;6.400
2013/01/15 01:00;2013;1;15;1;15;4.8;0.0;0;0;6.400
2013/01/15 02:00;2013;1;15;2;15;5.4;0.0;0;0;6.400
2013/01/15 03:00;2013;1;15;3;15;6.0;0.0;0.22;0.22;6.400
2013/01/15 04:00;2013;1;15;4;15;5.7;0.0;0.83;1.05;6.400
2013/01/15 05:00;2013;1;15;5;15;5.9;0.0;0.26;1.31;6.400
2013/01/15 06:00;2013;1;15;6;15;5.0;0.0;0.15;1.24;6.400
2013/01/15 07:00;2013;1;15;7;15;4.0;0.0;0.09;0.5;6.400
2013/01/15 08:00;2013;1;15;8;15;3.8;0.1;0.05;0.29;6.400
2013/01/15 09:00;2013;1;15;9;15;3.7;19.9;0.04;0.18;6.400
2013/01/15 10:00;2013;1;15;10;15;3.5;46.5;0.03;0.12;6.400
2013/01/15 11:00;2013;1;15;11;15;3.7;61.9;0.09;0.16;6.400
2013/01/15 12:00;2013;1;15;12;15;3.8;66.0;0.04;0.16;6.400
2013/01/15 13:00;2013;1;15;13;15;3.6;64.4;0.01;0.14;6.400
2013/01/15 14:00;2013;1;15;14;15;3.5;46.1;0.01;0.06;6.400
2013/01/15 15:00;2013;1;15;15;15;3.7;33.8;0.02;0.04;6.400
2013/01/15 16:00;2013;1;15;16;15;3.6;8.8;0.09;0.12;6.400
2013/01/15 17:00;2013;1;15;17;15;3.5;0.0;0.02;0.13;6.400
2013/01/15 18:00;2013;1;15;18;15;3.5;0.0;0.08;0.19;6.400
2013/01/15 19:00;2013;1;15;19;15;4.8;0.0;0.07;0.17;6.400
2013/01/15 20:00;2013;1;15;20;15;4.1;0.0;0.02;0.17;6.400
2013/01/15 21:00;2013;1;15;21;15;4.1;0.0;0;0.09;6.400
2013/01/15 22:00;2013;1;15;22;15;3.3;0.0;0.02;0.04;6.400
2013/01/15 23:00;2013;1;15;23;15;3.4;0.0;0;0.02;6.400
2013/01/16 00:00;2013;1;16;0;16;3.0;0.0;0;0.02;6.400
