date-time;year;month;day-of-month;hour;day-of-year;Air_temp;Humidity;Water_cont_65;Water_cont_125;Water_cont_250;Water_cont_500
2013/01/01 01:00;2013;1;1;1;1;8.4;91.3;0.71;0.69;0.69;0.74
2013/01/01 02:00;2013;1;1;2;1;8.3;91.6;0.71;0.69;0.69;0.74
2013/01/01 03:00;2013;1;1;3;1;8.2;92.0;0.71;0.69;0.69;0.74
2013/01/01 04:00;2013;1;1;4;1;8.2;92.7;0.71;0.69;0.69;0.74
2013/01/01 05:00;2013;1;1;5;1;8.2;93.0;0.71;0.69;0.69;0.74
2013/01/01 06:00;2013;1;1;6;1;8.3;93.4;0.71;0.69;0.69;0.74
2013/01/01 07:00;2013;1;1;7;1;8.4;92.6;0.71;0.69;0.69;0.74
2013/01/01 08:00;2013;1;1;8;1;8.4;91.8;0.71;0.69;0.69;0.74
2013/01/01 09:00;2013;1;1;9;1;7.9;92.7;0.71;0.69;0.69;0.74
2013/01/01 10:00;2013;1;1;10;1;7.8;93.9;0.71;0.69;0.69;0.74
2013/01/01 11:00;2013;1;1;11;1;7.1;90.6;0.71;0.69;0.69;0.74
2013/01/01 12:00;2013;1;1;12;1;6.6;88.6;0.71;0.69;0.69;0.74
2013/01/01 13:00;2013;1;1;13;1;6.9;87.5;0.71;0.69;0.69;0.74
2013/01/01 14:00;2013;1;1;14;1;7.1;80.2;0.71;0.69;0.69;0.74
2013/01/01 15:00;2013;1;1;15;1;7.0;74.3;0.71;0.69;0.69;0.74
2013/01/01 16:00;2013;1;1;16;1;5.8;75.9;0.71;0.69;0.69;0.74
2013/01/01 17:00;2013;1;1;17;1;4.5;82.3;0.71;0.69;0.69;0.74
2013/01/01 18:00;2013;1;1;18;1;4.4;82.7;0.71;0.69;0.69;0.74
2013/01/01 19:00;2013;1;1;19;1;4.6;83.0;0.71;0.69;0.69;0.74
2013/01/01 20:00;2013;1;1;20;1;4.1;86.9;0.71;0.69;0.69;0.74
2013/01/01 21:00;2013;1;1;21;1;3.8;86.8;0.71;0.69;0.69;0.74
2013/01/01 22:00;2013;1;1;22;1;4.0;87.1;0.71;0.69;0.69;0.74
2013/01/01 23:00;2013;1;1;23;1;4.2;88.9;0.71;0.69;0.69;0.74
2013/01/02 00:00;2013;1;2;0;2;4.9;86.8;0.71;0.69;0.69;0.74
2013/01/02 01:00;2013;1;2;1;2;5.0;86.7;0.71;0.69;0.69;0.74
2013/01/02 02:00;2013;1;2;2;2;4.8;87.5;0.71;0.69;0.69;0.74
2013/01/02 03:00;2013;1;2;3;2;4.4;88.5;0.71;0.69;0.69;0.74
2013/01/02 04:00;2013;1;2;4;2;3.9;90.6;0.71;0.69;0.69;0.74
2013/01/02 05:00;2013;1;2;5;2;4.3;91.4;0.71;0.69;0.69;0.74
2013/01/02 06:00;2013;1;2;6;2;4.2;90.7;0.71;0.69;0.69;0.74
2013/01/02 07:00;2013;1;2;7;2;3.5;92.0;0.71;0.69;0.69;0.74
2013/01/02 08:00;2013;1;2;8;2;3.7;92.2;0.71;0.69;0.69;0.74
2013/01/02 09:00;2013;1;2;9;2;3.8;92.9;0.71;0.69;0.69;0.74
2013/01/02 10:00;2013;1;2;10;2;4.9;90.9;0.71;0.69;0.69;0.74
2013/01/02 11:00;2013;1;2;11;2;6.7;85.9;0.71;0.69;0.69;0.74
2013/01/02 12:00;2013;1;2;12;2;7.5;83.7;0.71;0.69;0.69;0.74
2013/01/02 13:00;2013;1;2;13;2;7.8;81.6;0.71;0.69;0.69;0.74
2013/01/02 14:00;2013;1;2;14;2;7.9;81.6;0.71;0.69;0.69;0.74
2013/01/02 15:00;2013;1;2;15;2;7.6;81.4;0.71;0.69;0.69;0.74
2013/01/02 16:00;2013;1;2;16;2;7.5;82.3;0.71;0.69;0.69;0.74
2013/01/02 17:00;2013;1;2;17;2;7.3;84.1;0.71;0.69;0.69;0.74
2013/01/02 18:00;2013;1;2;18;2;7.2;85.2;0.71;0.69;0.69;0.74
2013/01/02 19:00;2013;1;2;19;2;7.2;85.3;0.71;0.69;0.69;0.74
2013/01/02 20:00;2013;1;2;20;2;6.9;85.7;0.71;0.69;0.69;0.74
2013/01/02 21:00;2013;1;2;21;2;6.8;86.1;0.71;0.69;0.69;0.74
2013/01/02 22:00;2013;1;2;22;2;6.7;88.9;0.71;0.69;0.69;0.74
2013/01/02 23:00;2013;1;2;23;2;6.7;92.4;0.71;0.69;0.69;0.74
2013/01/03 00:00;2013;1;3;0;3;6.9;94.9;0.71;0.69;0.69;0.74
2013/01/03 01:00;2013;1;3;1;3;7.2;95.0;0.71;0.69;0.69;0.74
2013/01/03 02:00;2013;1;3;2;3;7.5;94.9;0.71;0.69;0.69;0.74
2013/01/03 03:00;2013;1;3;3;3;7.8;95.9;0.71;0.69;0.69;0.74
2013/01/03 04:00;2013;1;3;4;3;8.3;96.3;0.71;0.69;0.69;0.74
2013/01/03 05:00;2013;1;3;5;3;8.8;96.7;0.71;0.69;0.69;0.74
2013/01/03 06:00;2013;1;3;6;3;9.0;96.9;0.71;0.69;0.69;0.74
2013/01/03 07:00;2013;1;3;7;3;9.2;97.0;0.71;0.69;0.69;0.74
2013/01/03 08:00;2013;1;3;8;3;9.5;96.2;0.71;0.69;0.69;0.74
2013/01/03 09:00;2013;1;3;9;3;9.8;95.2;0.71;0.69;0.69;0.74
2013/01/03 10:00;2013;1;3;10;3;10.1;93.3;0.71;0.69;0.69;0.74
2013/01/03 11:00;2013;1;3;11;3;10.5;91.7;0.71;0.69;0.69;0.74
2013/01/03 12:00;2013;1;3;12;3;10.7;90.9;0.71;0.69;0.69;0.74
2013/01/03 13:00;2013;1;3;13;3;10.7;90.5;0.71;0.69;0.69;0.74
2013/01/03 14:00;2013;1;3;14;3;10.5;92.0;0.71;0.69;0.69;0.74
2013/01/03 15:00;2013;1;3;15;3;10.6;91.0;0.71;0.69;0.69;0.74
2013/01/03 16:00;2013;1;3;16;3;10.5;90.1;0.71;0.69;0.69;0.74
2013/01/03 17:00;2013;1;3;17;3;10.2;90.6;0.71;0.69;0.69;0.74
2013/01/03 18:00;2013;1;3;18;3;10.1;90.4;0.71;0.69;0.69;0.74
2013/01/03 19:00;2013;1;3;19;3;10.0;90.6;0.71;0.69;0.69;0.74
2013/01/03 20:00;2013;1;3;20;3;10.0;90.5;0.71;0.69;0.69;0.74
2013/01/03 21:00;2013;1;3;21;3;9.8;92.0;0.71;0.69;0.69;0.74
2013/01/03 22:00;2013;1;3;22;3;9.9;92.5;0.71;0.69;0.69;0.74
2013/01/03 23:00;2013;1;3;23;3;9.9;92.7;0.71;0.69;0.69;0.74
2013/01/04 00:00;2013;1;4;0;4;9.9;93.2;0.71;0.69;0.69;0.74
2013/01/04 01:00;2013;1;4;1;4;9.9;93.2;0.71;0.69;0.69;0.74
2013/01/04 02:00;2013;1;4;2;4;9.8;93.5;0.71;0.69;0.69;0.74
2013/01/04 03:00;2013;1;4;3;4;9.7;94.0;0.71;0.69;0.69;0.74
2013/01/04 04:00;2013;1;4;4;4;9.5;95.6;0.71;0.69;0.69;0.74
2013/01/04 05:00;2013;1;4;5;4;9.5;95.5;0.71;0.69;0.69;0.74
2013/01/04 06:00;2013;1;4;6;4;9.6;94.3;0.71;0.69;0.69;0.74
2013/01/04 07:00;2013;1;4;7;4;9.6;93.5;0.71;0.69;0.69;0.74
2013/01/04 08:00;2013;1;4;8;4;9.5;93.7;0.71;0.69;0.69;0.74
2013/01/04 09:00;2013;1;4;9;4;9.2;94.9;0.71;0.69;0.69;0.74
2013/01/04 10:00;2013;1;4;10;4;9.2;95.3;0.71;0.69;0.69;0.74
2013/01/04 11:00;2013;1;4;11;4;9.2;94.3;0.71;0.69;0.69;0.74
2013/01/04 12:00;2013;1;4;12;4;9.3;93.3;0.71;0.69;0.69;0.74
2013/01/04 13:00;2013;1;4;13;4;9.4;92.0;0.71;0.69;0.69;0.74
2013/01/04 14:00;2013;1;4;14;4;9.5;92.6;0.71;0.69;0.69;0.74
2013/01/04 15:00;2013;1;4;15;4;9.3;93.1;0.71;0.69;0.69;0.74
2013/01/04 16:00;2013;1;4;16;4;9.2;92.5;0.71;0.69;0.69;0.74
2013/01/04 17:00;2013;1;4;17;4;9.0;91.7;0.71;0.69;0.69;0.74
2013/01/04 18:00;2013;1;4;18;4;8.8;91.2;0.71;0.69;0.69;0.74
2013/01/04 19:00;2013;1;4;19;4;8.6;92.4;0.71;0.69;0.69;0.74
2013/01/04 20:00;2013;1;4;20;4;8.4;93.2;0.71;0.69;0.69;0.74
2013/01/04 21:00;2013;1;4;21;4;8.3;94.6;0.71;0.69;0.69;0.74
2013/01/04 22:00;2013;1;4;22;4;8.3;94.5;0.71;0.69;0.69;0.74
2013/01/04 23:00;2013;1;4;23;4;8.4;92.6;0.71;0.69;0.69;0.74
2013/01/05 00:00;2013;1;5;0;5;8.3;91.8;0.71;0.69;0.69;0.74
2013/01/05 01:00;2013;1;5;1;5;8.1;91.9;0.71;0.69;0.69;0.74
2013/01/05 02:00;2013;1;5;2;5;8.1;91.0;0.71;0.69;0.69;0.74
2013/01/05 03:00;2013;1;5;3;5;8.0;90.7;0.71;0.69;0.69;0.74
2013/01/05 04:00;2013;1;5;4;5;7.9;90.7;0.71;0.69;0.69;0.74
2013/01/05 05:00;2013;1;5;5;5;7.9;91.2;0.71;0.69;0.69;0.74
2013/01/05 06:00;2013;1;5;6;5;7.9;91.2;0.71;0.69;0.69;0.74
2013/01/05 07:00;2013;1;5;7;5;7.9;90.3;0.71;0.69;0.69;0.74
2013/01/05 08:00;2013;1;5;8;5;7.9;91.7;0.71;0.69;0.69;0.74
2013/01/05 09:00;2013;1;5;9;5;8.0;92.3;0.71;0.69;0.69;0.74
2013/01/05 10:00;2013;1;5;10;5;8.1;92.6;0.71;0.69;0.69;0.74
2013/01/05 11:00;2013;1;5;11;5;8.3;92.0;0.71;0.69;0.69;0.74
2013/01/05 12:00;2013;1;5;12;5;8.5;88.6;0.71;0.69;0.69;0.74
2013/01/05 13:00;2013;1;5;13;5;8.4;88.8;0.71;0.69;0.69;0.74
2013/01/05 14:00;2013;1;5;14;5;8.1;91.7;0.71;0.69;0.69;0.74
2013/01/05 15:00;2013;1;5;15;5;7.8;91.8;0.71;0.69;0.69;0.74
2013/01/05 16:00;2013;1;5;16;5;7.5;92.9;0.71;0.69;0.69;0.74
2013/01/05 17:00;2013;1;5;17;5;7.3;93.2;0.71;0.69;0.69;0.74
2013/01/05 18:00;2013;1;5;18;5;7.1;95.1;0.71;0.69;0.69;0.74
2013/01/05 19:00;2013;1;5;19;5;7.2;94.6;0.71;0.69;0.69;0.74
2013/01/05 20:00;2013;1;5;20;5;7.2;94.5;0.71;0.69;0.69;0.74
2013/01/05 21:00;2013;1;5;21;5;7.3;94.7;0.71;0.69;0.69;0.74
2013/01/05 22:00;2013;1;5;22;5;7.4;94.7;0.71;0.69;0.69;0.74
2013/01/05 23:00;2013;1;5;23;5;7.3;95.4;0.71;0.69;0.69;0.74
2013/01/06 00:00;2013;1;6;0;6;7.5;95.3;0.71;0.69;0.69;0.74
2013/01/06 01:00;2013;1;6;1;6;7.6;95.0;0.71;0.69;0.69;0.74
2013/01/06 02:00;2013;1;6;2;6;7.8;93.9;0.71;0.69;0.69;0.74
2013/01/06 03:00;2013;1;6;3;6;8.1;93.5;0.71;0.69;0.69;0.74
2013/01/06 04:00;2013;1;6;4;6;8.2;92.3;0.71;0.69;0.69;0.74
2013/01/06 05:00;2013;1;6;5;6;8.4;90.6;0.71;0.69;0.69;0.74
2013/01/06 06:00;2013;1;6;6;6;8.3;90.5;0.71;0.69;0.69;0.74
2013/01/06 07:00;2013;1;6;7;6;8.3;91.3;0.71;0.69;0.69;0.74
2013/01/06 08:00;2013;1;6;8;6;8.1;91.8;0.71;0.69;0.69;0.74
2013/01/06 09:00;2013;1;6;9;6;8.2;92.0;0.71;0.69;0.69;0.74
2013/01/06 10:00;2013;1;6;10;6;8.6;90.6;0.71;0.69;0.69;0.74
2013/01/06 11:00;2013;1;6;11;6;9.0;89.7;0.71;0.69;0.69;0.74
2013/01/06 12:00;2013;1;6;12;6;9.0;90.0;0.71;0.69;0.69;0.74
2013/01/06 13:00;2013;1;6;13;6;9.3;88.4;0.71;0.69;0.69;0.74
2013/01/06 14:00;2013;1;6;14;6;9.5;85.7;0.71;0.69;0.69;0.74
2013/01/06 15:00;2013;1;6;15;6;9.3;86.2;0.71;0.69;0.69;0.74
2013/01/06 16:00;2013;1;6;16;6;8.2;90.2;0.71;0.69;0.69;0.74
2013/01/06 17:00;2013;1;6;17;6;7.2;93.2;0.71;0.69;0.69;0.74
2013/01/06 18:00;2013;1;6;18;6;7.4;94.3;0.71;0.69;0.69;0.74
2013/01/06 19:00;2013;1;6;19;6;7.4;95.2;0.71;0.69;0.69;0.74
2013/01/06 20:00;2013;1;6;20;6;7.2;96.2;0.71;0.69;0.69;0.74
2013/01/06 21:00;2013;1;6;21;6;6.9;96.8;0.71;0.69;0.69;0.74
2013/01/06 22:00;2013;1;6;22;6;7.2;96.6;0.71;0.69;0.69;0.74
2013/01/06 23:00;2013;1;6;23;6;7.6;95.2;0.71;0.69;0.69;0.74
2013/01/07 00:00;2013;1;7;0;7;7.8;95.2;0.71;0.69;0.69;0.74
2013/01/07 01:00;2013;1;7;1;7;7.4;96.0;0.71;0.69;0.69;0.74
2013/01/07 02:00;2013;1;7;2;7;7.0;96.3;0.71;0.69;0.69;0.74
2013/01/07 03:00;2013;1;7;3;7;6.9;96.4;0.71;0.69;0.69;0.74
2013/01/07 04:00;2013;1;7;4;7;6.8;96.0;0.71;0.69;0.69;0.74
2013/01/07 05:00;2013;1;7;5;7;6.9;96.2;0.71;0.69;0.69;0.74
2013/01/07 06:00;2013;1;7;6;7;7.0;97.0;0.71;0.69;0.69;0.75
2013/01/07 07:00;2013;1;7;7;7;7.3;96.8;0.71;0.69;0.69;0.75
2013/01/07 08:00;2013;1;7;8;7;7.5;95.8;0.71;0.69;0.69;0.75
2013/01/07 09:00;2013;1;7;9;7;7.7;95.3;0.71;0.69;0.69;0.75
2013/01/07 10:00;2013;1;7;10;7;7.9;94.9;0.71;0.69;0.69;0.75
2013/01/07 11:00;2013;1;7;11;7;8.0;94.3;0.71;0.69;0.69;0.75
2013/01/07 12:00;2013;1;7;12;7;8.0;93.5;0.71;0.69;0.69;0.75
2013/01/07 13:00;2013;1;7;13;7;7.9;93.4;0.71;0.69;0.69;0.75
2013/01/07 14:00;2013;1;7;14;7;8.2;87.4;0.71;0.69;0.69;0.75
2013/01/07 15:00;2013;1;7;15;7;8.1;87.1;0.71;0.69;0.69;0.75
2013/01/07 16:00;2013;1;7;16;7;7.9;88.5;0.71;0.69;0.69;0.75
2013/01/07 17:00;2013;1;7;17;7;7.7;87.5;0.71;0.69;0.69;0.75
2013/01/07 18:00;2013;1;7;18;7;6.9;89.3;0.71;0.69;0.69;0.75
2013/01/07 19:00;2013;1;7;19;7;6.5;90.6;0.71;0.69;0.69;0.75
2013/01/07 20:00;2013;1;7;20;7;6.2;91.9;0.71;0.69;0.69;0.75
2013/01/07 21:00;2013;1;7;21;7;6.3;90.8;0.70;0.69;0.69;0.75
2013/01/07 22:00;2013;1;7;22;7;6.3;91.4;0.70;0.69;0.69;0.75
2013/01/07 23:00;2013;1;7;23;7;6.2;93.5;0.70;0.69;0.69;0.75
2013/01/08 00:00;2013;1;8;0;8;6.3;92.3;0.70;0.69;0.69;0.75
2013/01/08 01:00;2013;1;8;1;8;6.2;91.7;0.70;0.69;0.69;0.75
2013/01/08 02:00;2013;1;8;2;8;6.1;92.6;0.70;0.69;0.69;0.75
2013/01/08 03:00;2013;1;8;3;8;5.8;94.0;0.70;0.69;0.69;0.75
2013/01/08 04:00;2013;1;8;4;8;5.8;91.9;0.70;0.69;0.69;0.75
2013/01/08 05:00;2013;1;8;5;8;6.0;90.4;0.70;0.69;0.69;0.75
2013/01/08 06:00;2013;1;8;6;8;6.0;90.4;0.70;0.69;0.69;0.75
2013/01/08 07:00;2013;1;8;7;8;6.1;90.0;0.70;0.69;0.69;0.75
2013/01/08 08:00;2013;1;8;8;8;6.2;89.7;0.69;0.69;0.69;0.75
2013/01/08 09:00;2013;1;8;9;8;6.3;89.6;0.69;0.69;0.69;0.75
2013/01/08 10:00;2013;1;8;10;8;6.6;87.9;0.69;0.69;0.69;0.75
2013/01/08 11:00;2013;1;8;11;8;7.3;86.9;0.69;0.69;0.69;0.75
2013/01/08 12:00;2013;1;8;12;8;7.6;85.8;0.69;0.69;0.69;0.75
2013/01/08 13:00;2013;1;8;13;8;7.7;85.6;0.69;0.69;0.69;0.75
2013/01/08 14:00;2013;1;8;14;8;7.8;85.3;0.69;0.69;0.69;0.75
2013/01/08 15:00;2013;1;8;15;8;7.8;86.1;0.69;0.69;0.69;0.75
2013/01/08 16:00;2013;1;8;16;8;7.7;86.8;0.69;0.69;0.69;0.75
2013/01/08 17:00;2013;1;8;17;8;7.6;87.3;0.70;0.69;0.69;0.75
2013/01/08 18:00;2013;1;8;18;8;7.7;87.4;0.70;0.69;0.69;0.75
2013/01/08 19:00;2013;1;8;19;8;7.8;86.6;0.70;0.69;0.69;0.75
2013/01/08 20:00;2013;1;8;20;8;7.7;86.1;0.70;0.70;0.69;0.75
2013/01/08 21:00;2013;1;8;21;8;7.2;89.7;0.69;0.70;0.69;0.75
2013/01/08 22:00;2013;1;8;22;8;6.7;94.7;0.69;0.70;0.69;0.75
2013/01/08 23:00;2013;1;8;23;8;6.5;94.3;0.69;0.69;0.69;0.75
2013/01/09 00:00;2013;1;9;0;9;6.6;91.0;0.69;0.69;0.69;0.75
2013/01/09 01:00;2013;1;9;1;9;6.6;88.9;0.69;0.69;0.69;0.75
2013/01/09 02:00;2013;1;9;2;9;6.3;91.6;0.69;0.69;0.69;0.75
2013/01/09 03:00;2013;1;9;3;9;6.0;94.6;0.69;0.69;0.69;0.75
2013/01/09 04:00;2013;1;9;4;9;5.8;95.3;0.69;0.69;0.69;0.75
2013/01/09 05:00;2013;1;9;5;9;5.8;95.4;0.70;0.69;0.69;0.75
2013/01/09 06:00;2013;1;9;6;9;5.8;95.4;0.69;0.69;0.69;0.75
2013/01/09 07:00;2013;1;9;7;9;5.9;95.6;0.70;0.69;0.69;0.75
2013/01/09 08:00;2013;1;9;8;9;5.9;96.0;0.71;0.69;0.69;0.75
2013/01/09 09:00;2013;1;9;9;9;5.9;95.2;0.71;0.69;0.69;0.75
2013/01/09 10:00;2013;1;9;10;9;6.0;94.7;0.71;0.69;0.69;0.75
2013/01/09 11:00;2013;1;9;11;9;6.2;94.3;0.71;0.69;0.69;0.75
2013/01/09 12:00;2013;1;9;12;9;6.2;94.7;0.71;0.69;0.69;0.75
2013/01/09 13:00;2013;1;9;13;9;6.2;94.8;0.71;0.69;0.69;0.75
2013/01/09 14:00;2013;1;9;14;9;6.4;95.2;0.71;0.69;0.69;0.75
2013/01/09 15:00;2013;1;9;15;9;6.6;96.0;0.71;0.69;0.69;0.75
2013/01/09 16:00;2013;1;9;16;9;6.8;96.3;0.71;0.69;0.69;0.74
2013/01/09 17:00;2013;1;9;17;9;6.9;92.3;0.71;0.69;0.69;0.74
2013/01/09 18:00;2013;1;9;18;9;6.3;88.6;0.71;0.69;0.69;0.75
2013/01/09 19:00;2013;1;9;19;9;5.6;90.4;0.71;0.69;0.69;0.74
2013/01/09 20:00;2013;1;9;20;9;5.9;89.9;0.71;0.69;0.69;0.74
2013/01/09 21:00;2013;1;9;21;9;5.9;90.5;0.71;0.69;0.69;0.74
2013/01/09 22:00;2013;1;9;22;9;5.6;90.9;0.71;0.69;0.69;0.74
2013/01/09 23:00;2013;1;9;23;9;5.4;90.2;0.71;0.69;0.69;0.74
2013/01/10 00:00;2013;1;10;0;10;5.5;90.4;0.71;0.69;0.69;0.74
2013/01/10 01:00;2013;1;10;1;10;5.3;91.0;0.71;0.69;0.69;0.74
2013/01/10 02:00;2013;1;10;2;10;5.3;90.6;0.71;0.69;0.69;0.74
2013/01/10 03:00;2013;1;10;3;10;5.2;90.5;0.71;0.69;0.69;0.74
2013/01/10 04:00;2013;1;10;4;10;5.1;89.9;0.71;0.69;0.69;0.74
2013/01/10 05:00;2013;1;10;5;10;5.1;88.4;0.71;0.69;0.69;0.74
2013/01/10 06:00;2013;1;10;6;10;5.0;90.3;0.71;0.69;0.69;0.74
2013/01/10 07:00;2013;1;10;7;10;4.6;92.5;0.71;0.69;0.69;0.74
2013/01/10 08:00;2013;1;10;8;10;3.7;90.5;0.71;0.69;0.69;0.74
2013/01/10 09:00;2013;1;10;9;10;3.3;91.5;0.71;0.69;0.69;0.74
2013/01/10 10:00;2013;1;10;10;10;4.6;88.3;0.71;0.69;0.69;0.74
2013/01/10 11:00;2013;1;10;11;10;6.0;82.8;0.71;0.69;0.69;0.74
2013/01/10 12:00;2013;1;10;12;10;7.0;78.5;0.71;0.69;0.69;0.74
2013/01/10 13:00;2013;1;10;13;10;7.1;77.4;0.71;0.69;0.69;0.74
2013/01/10 14:00;2013;1;10;14;10;7.0;79.5;0.71;0.69;0.69;0.74
2013/01/10 15:00;2013;1;10;15;10;6.6;81.3;0.71;0.69;0.69;0.74
2013/01/10 16:00;2013;1;10;16;10;5.8;85.5;0.71;0.69;0.69;0.74
2013/01/10 17:00;2013;1;10;17;10;6.1;85.7;0.71;0.69;0.69;0.74
2013/01/10 18:00;2013;1;10;18;10;5.9;87.3;0.71;0.69;0.69;0.74
2013/01/10 19:00;2013;1;10;19;10;5.5;88.8;0.71;0.69;0.69;0.74
2013/01/10 20:00;2013;1;10;20;10;5.5;90.8;0.71;0.69;0.69;0.74
2013/01/10 21:00;2013;1;10;21;10;4.3;91.1;0.71;0.69;0.69;0.74
2013/01/10 22:00;2013;1;10;22;10;2.8;92.9;0.71;0.69;0.69;0.74
2013/01/10 23:00;2013;1;10;23;10;0.9;88.4;0.71;0.69;0.69;0.74
2013/01/11 00:00;2013;1;11;0;11;-0.5;87.1;0.71;0.69;0.69;0.74
2013/01/11 01:00;2013;1;11;1;11;-1.4;88.0;0.71;0.69;0.69;0.74
2013/01/11 02:00;2013;1;11;2;11;-1.8;90.1;0.71;0.69;0.69;0.74
2013/01/11 03:00;2013;1;11;3;11;-2.4;91.3;0.71;0.69;0.69;0.74
2013/01/11 04:00;2013;1;11;4;11;-3.0;92.0;0.71;0.69;0.69;0.74
2013/01/11 05:00;2013;1;11;5;11;-3.0;93.2;0.71;0.69;0.69;0.74
2013/01/11 06:00;2013;1;11;6;11;-2.1;93.7;0.71;0.69;0.69;0.74
2013/01/11 07:00;2013;1;11;7;11;-1.4;92.4;0.71;0.69;0.69;0.74
2013/01/11 08:00;2013;1;11;8;11;-0.8;89.6;0.71;0.69;0.69;0.74
2013/01/11 09:00;2013;1;11;9;11;-0.6;86.9;0.71;0.69;0.69;0.74
2013/01/11 10:00;2013;1;11;10;11;0.0;89.1;0.71;0.69;0.69;0.74
2013/01/11 11:00;2013;1;11;11;11;1.0;79.0;0.71;0.69;0.69;0.74
2013/01/11 12:00;2013;1;11;12;11;2.1;67.9;0.71;0.69;0.69;0.74
2013/01/11 13:00;2013;1;11;13;11;2.8;60.9;0.71;0.69;0.69;0.75
2013/01/11 14:00;2013;1;11;14;11;3.0;60.4;0.71;0.69;0.69;0.75
2013/01/11 15:00;2013;1;11;15;11;2.8;61.9;0.71;0.69;0.69;0.75
2013/01/11 16:00;2013;1;11;16;11;1.9;66.2;0.71;0.69;0.69;0.75
2013/01/11 17:00;2013;1;11;17;11;1.0;78.3;0.71;0.69;0.69;0.75
2013/01/11 18:00;2013;1;11;18;11;0.6;82.3;0.71;0.69;0.69;0.75
2013/01/11 19:00;2013;1;11;19;11;0.6;80.0;0.71;0.69;0.69;0.75
2013/01/11 20:00;2013;1;11;20;11;0.4;84.4;0.71;0.69;0.69;0.74
2013/01/11 21:00;2013;1;11;21;11;0.2;88.3;0.71;0.69;0.69;0.74
2013/01/11 22:00;2013;1;11;22;11;0.3;86.6;0.70;0.69;0.69;0.74
2013/01/11 23:00;2013;1;11;23;11;0.2;86.2;0.70;0.69;0.69;0.74
2013/01/12 00:00;2013;1;12;0;12;0.4;80.3;0.71;0.69;0.69;0.74
2013/01/12 01:00;2013;1;12;1;12;0.0;83.3;0.71;0.69;0.69;0.74
2013/01/12 02:00;2013;1;12;2;12;0.1;84.4;0.71;0.69;0.69;0.75
2013/01/12 03:00;2013;1;12;3;12;0.2;84.3;0.71;0.69;0.69;0.75
2013/01/12 04:00;2013;1;12;4;12;0.2;83.1;0.71;0.69;0.69;0.75
2013/01/12 05:00;2013;1;12;5;12;0.1;81.4;0.71;0.69;0.69;0.75
2013/01/12 06:00;2013;1;12;6;12;-0.1;80.6;0.70;0.69;0.69;0.75
2013/01/12 07:00;2013;1;12;7;12;-0.2;77.3;0.70;0.69;0.69;0.75
2013/01/12 08:00;2013;1;12;8;12;-0.1;74.7;0.70;0.69;0.69;0.75
2013/01/12 09:00;2013;1;12;9;12;0.2;74.0;0.70;0.69;0.69;0.75
2013/01/12 10:00;2013;1;12;10;12;0.8;74.4;0.70;0.69;0.69;0.75
2013/01/12 11:00;2013;1;12;11;12;1.6;69.7;0.70;0.69;0.69;0.75
2013/01/12 12:00;2013;1;12;12;12;1.9;70.9;0.70;0.69;0.69;0.75
2013/01/12 13:00;2013;1;12;13;12;2.0;67.6;0.70;0.69;0.69;0.75
2013/01/12 14:00;2013;1;12;14;12;1.8;66.0;0.70;0.69;0.69;0.75
2013/01/12 15:00;2013;1;12;15;12;1.5;67.5;0.70;0.69;0.69;0.75
2013/01/12 16:00;2013;1;12;16;12;0.6;72.6;0.70;0.69;0.69;0.75
2013/01/12 17:00;2013;1;12;17;12;-1.3;85.8;0.70;0.69;0.69;0.75
2013/01/12 18:00;2013;1;12;18;12;-2.0;89.5;0.69;0.69;0.69;0.75
2013/01/12 19:00;2013;1;12;19;12;-2.3;89.1;0.69;0.69;0.69;0.75
2013/01/12 20:00;2013;1;12;20;12;-2.3;85.3;0.69;0.69;0.68;0.75
2013/01/12 21:00;2013;1;12;21;12;-1.7;77.8;0.69;0.69;0.68;0.75
2013/01/12 22:00;2013;1;12;22;12;-2.1;77.6;0.68;0.68;0.68;0.75
2013/01/12 23:00;2013;1;12;23;12;-3.3;84.8;0.68;0.68;0.68;0.75
2013/01/13 00:00;2013;1;13;0;13;-3.7;87.5;0.69;0.69;0.69;0.75
2013/01/13 01:00;2013;1;13;1;13;-4.3;88.8;0.68;0.68;0.68;0.75
2013/01/13 02:00;2013;1;13;2;13;-4.8;88.9;0.69;0.69;0.69;0.75
2013/01/13 03:00;2013;1;13;3;13;-5.3;88.8;0.69;0.69;0.69;0.75
2013/01/13 04:00;2013;1;13;4;13;-4.7;88.2;0.69;0.69;0.69;0.75
2013/01/13 05:00;2013;1;13;5;13;-4.8;87.6;0.69;0.69;0.69;0.75
2013/01/13 06:00;2013;1;13;6;13;-5.2;87.6;0.68;0.69;0.68;0.75
2013/01/13 07:00;2013;1;13;7;13;-5.3;88.4;0.69;0.69;0.69;0.75
2013/01/13 08:00;2013;1;13;8;13;-5.6;88.6;0.68;0.68;0.68;0.75
2013/01/13 09:00;2013;1;13;9;13;-4.9;87.1;0.68;0.68;0.68;0.75
2013/01/13 10:00;2013;1;13;10;13;-3.3;83.1;0.68;0.68;0.68;0.74
2013/01/13 11:00;2013;1;13;11;13;-1.5;76.3;0.68;0.68;0.68;0.74
2013/01/13 12:00;2013;1;13;12;13;-0.2;70.2;0.68;0.68;0.68;0.74
2013/01/13 13:00;2013;1;13;13;13;0.1;68.1;0.68;0.68;0.68;0.74
2013/01/13 14:00;2013;1;13;14;13;0.0;71.5;0.68;0.68;0.68;0.74
